"Use of externally-controlled format string from local source","Using external input in format strings can lead to exceptions or information leaks.","recommendation","Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/util/SystemEnvironmentConfigurationInterpolator.java:147:29:147:76""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/util/SystemEnvironmentConfigurationInterpolator.java:149:29:149:84""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:749:48:749:62""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:762:48:762:62""]].","/dotCMS/src/main/java/com/dotcms/jitsu/EventLogRunnable.java","74","64","74","98"
"Use of externally-controlled format string from local source","Using external input in format strings can lead to exceptions or information leaks.","recommendation","Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:749:48:749:62""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:762:48:762:62""]].","/dotCMS/src/main/java/com/dotcms/rest/WebResource.java","376","33","376","151"
"Use of externally-controlled format string from local source","Using external input in format strings can lead to exceptions or information leaks.","recommendation","Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:749:48:749:62""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:762:48:762:62""]].","/dotCMS/src/main/java/com/dotcms/rest/WebResource.java","388","41","388","169"
"Use of externally-controlled format string from local source","Using external input in format strings can lead to exceptions or information leaks.","recommendation","Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:749:48:749:62""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotmarketing/common/db/DotConnect.java:762:48:762:62""]].","/dotCMS/src/main/java/com/dotcms/rest/exception/HttpStatusCodeException.java","67","50","67","56"
"Use of externally-controlled format string","Using external input in format strings can lead to exceptions or information leaks.","error","Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/auth/providers/saml/v1/DotSamlResource.java:263:9:263:60""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:128:13:128:53""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:184:39:184:73""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:257:31:257:65""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:294:36:294:70""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:328:47:328:81""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:369:48:369:90""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:508:44:508:86""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:562:31:562:73""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:609:35:609:77""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:669:38:669:78""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:712:42:712:82""]].
Format string depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/BundleResource.java:753:38:753:78""]].
