"Query built by concatenation with a possibly-untrusted string","Building a SQL or Java Persistence query by concatenating a possibly-untrusted string is vulnerable to insertion of malicious code.","error","Query built by concatenation with [[""this expression""|""relative:///dotCMS/src/enterprise/java/com/dotcms/enterprise/achecker/validation/BasicChecks.java:638:43:638:46""]], which may be untrusted.
Query built by concatenation with [[""this expression""|""relative:///dotCMS/src/enterprise/java/com/dotcms/enterprise/achecker/validation/BasicChecks.java:641:43:641:46""]], which may be untrusted.","/dotCMS/src/enterprise/java/com/dotcms/enterprise/achecker/dao/DAOImpl.java","95","39","95","41"
"Query built by concatenation with a possibly-untrusted string","Building a SQL or Java Persistence query by concatenating a possibly-untrusted string is vulnerable to insertion of malicious code.","error","Query built by concatenation with [[""this expression""|""relative:///dotCMS/src/main/java/com/dotcms/content/elasticsearch/business/ESContentFactoryImpl.java:2956:31:2956:52""]], which may be untrusted.
Query built by concatenation with [[""this expression""|""relative:///dotCMS/src/main/java/com/dotcms/content/elasticsearch/business/ESContentFactoryImpl.java:2960:31:2960:52""]], which may be untrusted.
Query built by concatenation with [[""this expression""|""relative:///dotCMS/src/main/java/com/dotcms/content/elasticsearch/business/ESContentFactoryImpl.java:2964:31:2964:52""]], which may be untrusted.","/dotCMS/src/main/java/com/dotcms/content/elasticsearch/business/ESContentFactoryImpl.java","2816","71","2816","89"
"Query built from user-controlled sources","Building a SQL or Java Persistence query from user-controlled sources is vulnerable to insertion of malicious code by the user.","error","This query depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:1597:34:1597:68""]].
This query depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:1599:42:1599:75""]].
This query depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:1621:35:1621:69""]].
This query depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:1623:42:1623:75""]].
This query depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:1816:31:1816:65""]].
This query depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:1817:52:1817:85""]].
This query depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:1839:32:1839:66""]].
This query depends on a [[""user-provided value""|""relative:///dotCMS/src/main/java/com/dotcms/rest/ContentResource.java:1840:52:1840:85""]].
